type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_wine_datasulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_id,alcohol_content,good_or_bad
white,8.2,0.68,0.30,2.100,0.0470,17,138,0.99500,3.220,0.71,10.80,4,475,medium-low,bad
white,5.0,0.31,0.00,6.400,0.0460,43,166,0.99400,3.300,0.63,9.90,6,476,low,bad
white,7.7,0.28,0.30,1.000,0.0390,19,75,0.99200,3.010,0.56,10.70,5,477,medium-low,bad
white,5.9,0.26,0.30,1.000,0.0360,38,114,0.99280,3.580,0.48,9.40,5,478,low,bad
white,7.3,0.49,0.32,5.200,0.0430,18,104,0.99520,3.240,0.45,10.70,4,479,medium-low,bad
white,5.6,0.19,0.39,1.100,0.0430,17,67,0.99180,3.230,0.53,10.30,6,480,medium-low,bad
white,6.7,0.24,0.41,8.700,0.0360,29,148,0.99520,3.220,0.62,9.90,6,481,low,bad
white,7.5,0.33,0.48,19.450,0.0480,55,243,1.00100,2.950,0.40,8.80,5,482,low,bad
white,6.8,0.18,0.28,8.700,0.0470,52,242,0.99520,3.220,0.53,10.50,6,483,medium-low,bad
white,7.3,0.15,0.40,2.000,0.0500,24,92,0.99320,3.140,0.45,10.50,5,484,medium-low,bad
white,6.8,0.28,0.17,13.900,0.0470,49,162,0.99830,3.210,0.51,9.00,6,485,low,bad
white,6.5,0.19,0.10,1.300,0.0460,23,107,0.99370,3.290,0.45,10.00,5,486,medium-low,bad
white,6.4,0.16,0.22,1.400,0.0400,41,149,0.99330,3.490,0.58,10.00,6,487,medium-low,bad
white,7.0,0.31,0.52,1.700,0.0290,5,61,0.99180,3.070,0.43,10.40,5,488,medium-low,bad
white,8.3,0.40,0.38,1.100,0.0380,15,75,0.99340,3.030,0.43,9.20,5,489,low,bad
white,6.5,0.28,0.33,15.700,0.0530,51,190,0.99780,3.220,0.51,9.70,6,490,low,bad
white,7.0,0.29,0.26,1.600,0.0440,12,87,0.99230,3.080,0.46,10.50,6,491,medium-low,bad
white,6.1,0.37,0.36,4.700,0.0350,36,116,0.99100,3.310,0.62,12.60,6,492,medium,bad
white,5.9,0.15,0.31,5.800,0.0410,53,155,0.99450,3.520,0.46,10.50,6,493,medium-low,bad
white,6.6,0.26,0.29,1.400,0.0390,13,67,0.99150,3.050,0.49,10.90,6,494,medium-low,bad
white,7.3,0.24,0.34,7.500,0.0480,29,152,0.99620,3.100,0.54,9.00,5,495,low,bad
white,6.3,0.26,0.24,7.200,0.0390,38,172,0.99580,3.490,0.64,9.70,6,496,low,bad
white,7.7,0.22,0.42,1.900,0.0520,10,87,0.99220,3.300,0.49,11.80,6,497,medium,bad
white,7.4,0.28,0.42,19.800,0.0660,53,195,1.00000,2.960,0.44,9.10,5,498,low,bad
white,9.1,0.59,0.38,1.600,0.0660,34,182,0.99680,3.230,0.38,8.50,3,499,low,bad
white,7.2,0.46,0.65,10.400,0.0500,76,192,0.99760,3.160,0.42,8.70,5,500,low,bad
white,6.8,0.18,0.28,8.500,0.0470,52,242,0.99520,3.220,0.53,10.50,6,501,medium-low,bad
white,6.3,0.33,0.27,1.200,0.0460,34,175,0.99340,3.370,0.54,9.40,6,502,low,bad
white,8.0,0.29,0.29,13.200,0.0460,26,113,0.99830,3.250,0.37,9.70,6,503,low,bad
white,6.1,0.28,0.35,12.800,0.0480,63,229,0.99750,3.080,0.40,8.90,5,504,low,bad
white,8.3,0.39,0.70,10.600,0.0450,33,169,0.99760,3.090,0.57,9.40,5,505,low,bad
white,8.4,0.35,0.71,12.200,0.0460,22,160,0.99820,2.980,0.65,9.40,5,506,low,bad
white,6.9,0.21,0.81,1.100,0.1370,52,123,0.99320,3.030,0.39,9.20,6,507,low,bad
white,5.9,0.31,0.30,7.700,0.0470,60,206,0.99500,3.200,0.39,9.60,6,508,low,bad
white,7.6,0.29,0.42,1.300,0.0350,18,86,0.99080,2.990,0.39,11.30,5,509,medium-low,bad
white,6.1,0.41,0.24,1.600,0.0490,16,137,0.99300,3.320,0.50,10.40,6,510,medium-low,bad
white,8.4,0.19,0.42,1.600,0.0470,9,101,0.99400,3.060,0.65,11.10,4,511,medium-low,bad
white,7.5,0.17,0.44,11.300,0.0460,65,146,0.99700,3.170,0.45,10.00,6,512,medium-low,bad
white,9.4,0.29,0.55,2.200,0.0500,17,119,0.99620,3.120,0.69,10.30,4,513,medium-low,bad
white,7.0,0.31,0.52,1.700,0.0290,5,61,0.99180,3.070,0.43,10.40,5,514,medium-low,bad
white,6.7,0.17,0.50,2.100,0.0430,27,122,0.99230,3.150,0.45,10.30,6,515,medium-low,bad
white,5.9,0.21,0.24,12.100,0.0440,53,165,0.99690,3.250,0.39,9.50,5,516,low,bad
white,8.6,0.26,0.41,2.200,0.0490,29,111,0.99410,2.960,0.44,10.00,5,517,medium-low,bad
white,6.1,0.41,0.00,1.600,0.0630,36,87,0.99140,3.270,0.67,10.80,6,518,medium-low,bad
white,7.2,0.34,0.44,4.200,0.0470,51,144,0.99100,3.010,0.76,12.30,6,519,medium,bad
white,7.5,0.21,0.34,1.200,0.0600,26,111,0.99310,3.510,0.47,10.70,6,520,medium-low,bad
white,5.9,0.37,0.10,1.600,0.0570,39,128,0.99240,3.240,0.48,10.10,5,521,medium-low,bad
white,7.2,0.51,0.24,10.000,0.0930,35,197,0.99810,3.410,0.47,9.00,5,522,low,bad
white,7.7,0.34,0.27,8.800,0.0630,39,184,0.99690,3.090,0.63,9.20,6,523,low,bad
white,7.5,0.21,0.34,1.200,0.0600,26,111,0.99310,3.510,0.47,10.70,6,524,medium-low,bad
white,5.3,0.30,0.20,1.100,0.0770,48,166,0.99440,3.300,0.54,8.70,4,525,low,bad
white,6.8,0.51,0.30,4.200,0.0660,38,165,0.99450,3.200,0.42,9.10,5,526,low,bad
white,7.0,0.21,0.28,7.500,0.0700,45,185,0.99660,3.340,0.55,9.40,5,527,low,bad
white,8.3,0.20,0.35,0.900,0.0500,12,74,0.99200,3.130,0.38,10.50,6,528,medium-low,bad
white,6.7,0.26,0.26,4.000,0.0790,36,216,0.99560,3.310,0.68,9.50,5,529,low,bad
white,6.7,0.26,0.26,4.100,0.0730,36,202,0.99560,3.300,0.67,9.50,5,530,low,bad
white,7.8,0.22,0.38,10.300,0.0590,28,99,0.99670,3.120,0.47,10.00,6,531,medium-low,bad
white,8.1,0.26,0.37,1.900,0.0720,48,159,0.99490,3.370,0.70,10.90,6,532,medium-low,bad
white,6.1,0.41,0.00,1.600,0.0630,36,87,0.99140,3.270,0.67,10.80,6,533,medium-low,bad
white,7.2,0.35,0.34,12.400,0.0510,6,37,0.99440,3.130,0.39,11.50,6,534,medium,bad
white,8.3,0.22,0.38,14.800,0.0540,32,126,1.00020,3.220,0.50,9.70,5,535,low,bad
white,6.0,0.29,0.21,1.300,0.0550,42,168,0.99140,3.320,0.43,11.10,6,536,medium-low,bad
white,6.4,0.30,0.51,5.500,0.0480,62,172,0.99420,3.080,0.45,9.10,6,537,low,bad
white,6.0,0.26,0.50,2.200,0.0480,59,153,0.99280,3.080,0.61,9.80,5,538,low,bad
white,6.9,0.20,0.36,1.500,0.0310,38,147,0.99310,3.350,0.56,11.00,6,539,medium-low,bad
white,8.3,0.27,0.45,1.300,0.0480,8,72,0.99440,3.080,0.61,10.30,4,540,medium-low,bad
white,6.1,0.26,0.51,2.200,0.0500,61,154,0.99290,3.080,0.60,9.80,6,541,low,bad
white,7.3,0.41,0.24,6.800,0.0570,41,163,0.99490,3.200,0.41,9.90,6,542,low,bad
white,8.3,0.22,0.38,14.800,0.0540,32,126,1.00020,3.220,0.50,9.70,5,543,low,bad
white,6.5,0.28,0.27,5.200,0.0400,44,179,0.99480,3.190,0.69,9.40,6,544,low,bad
white,7.3,0.41,0.24,6.800,0.0570,41,163,0.99490,3.200,0.41,9.90,6,545,low,bad
white,7.7,0.34,0.30,8.000,0.0480,25,192,0.99510,2.970,0.47,10.90,5,546,medium-low,bad
white,8.0,0.23,0.37,9.600,0.0540,23,159,0.99795,3.320,0.47,9.80,4,547,low,bad
white,7.2,0.43,0.24,6.700,0.0580,40,163,0.99500,3.200,0.41,9.90,5,548,low,bad
white,6.2,0.55,0.45,12.000,0.0490,27,186,0.99740,3.170,0.50,9.30,6,549,low,bad
white,7.5,0.28,0.33,7.700,0.0480,42,180,0.99740,3.370,0.59,10.10,6,550,medium-low,bad
white,7.8,0.26,0.44,1.300,0.0370,43,132,0.99440,3.180,0.65,10.00,5,551,medium-low,bad
white,7.3,0.40,0.24,6.700,0.0580,41,166,0.99500,3.200,0.41,9.90,6,552,low,bad
white,6.5,0.26,0.34,16.300,0.0510,56,197,1.00040,3.490,0.42,9.80,5,553,low,bad
white,6.3,0.27,0.25,5.800,0.0380,52,155,0.99500,3.280,0.38,9.40,6,554,low,bad
white,6.2,0.31,0.26,4.800,0.0370,36,148,0.99280,3.210,0.41,10.40,6,555,medium-low,bad
white,6.3,0.27,0.25,5.800,0.0380,52,155,0.99500,3.280,0.38,9.40,6,556,low,bad
white,7.8,0.25,0.41,3.700,0.0420,37,149,0.99540,3.360,0.45,10.00,6,557,medium-low,bad
white,7.4,0.20,0.37,16.950,0.0480,43,190,0.99950,3.030,0.42,9.20,6,558,low,bad
white,7.3,0.31,0.69,10.200,0.0410,58,160,0.99770,3.060,0.45,8.60,5,559,low,bad
white,7.4,0.20,0.37,16.950,0.0480,43,190,0.99950,3.030,0.42,9.20,6,560,low,bad
white,5.7,0.36,0.21,6.700,0.0380,51,166,0.99410,3.290,0.63,10.00,6,561,medium-low,bad
white,8.3,0.21,0.58,17.100,0.0490,62,213,1.00060,3.010,0.51,9.30,6,562,low,bad
white,7.2,0.21,0.35,14.500,0.0480,35,178,0.99820,3.050,0.47,8.90,6,563,low,bad
white,5.8,0.34,0.21,6.600,0.0400,50,167,0.99410,3.290,0.62,10.00,5,564,medium-low,bad
white,7.1,0.21,0.40,1.200,0.0690,24,156,0.99280,3.420,0.43,10.60,6,565,medium-low,bad
white,7.4,0.24,0.31,8.400,0.0450,52,183,0.99630,3.090,0.32,8.80,5,566,low,bad
white,6.5,0.28,0.26,8.800,0.0400,44,139,0.99560,3.320,0.37,10.20,6,567,medium-low,bad
white,6.8,0.28,0.60,1.100,0.1320,42,127,0.99340,3.090,0.44,9.10,6,568,low,bad
white,6.5,0.29,0.25,10.600,0.0390,32,120,0.99620,3.310,0.34,10.10,6,569,medium-low,bad
white,6.8,0.25,0.34,4.700,0.0310,34,134,0.99270,3.210,0.38,10.60,6,570,medium-low,bad
white,6.6,0.24,0.35,7.700,0.0310,36,135,0.99380,3.190,0.37,10.50,5,571,medium-low,bad
white,6.3,0.27,0.25,5.800,0.0380,52,155,0.99500,3.280,0.38,9.40,6,572,low,bad
white,6.1,0.13,0.25,3.300,0.0400,10,69,0.99340,3.540,0.59,10.10,6,573,medium-low,bad
white,6.3,0.17,0.42,2.800,0.0280,45,107,0.99080,3.270,0.43,11.80,6,574,medium,bad
white,6.3,0.33,0.20,5.800,0.0400,24,144,0.99425,3.150,0.63,9.90,5,575,low,bad
white,7.4,0.41,0.66,10.800,0.0510,77,194,0.99760,3.050,0.46,8.70,5,576,low,bad
white,6.3,0.16,0.40,1.600,0.0330,59,148,0.99140,3.440,0.53,11.40,5,577,medium-low,bad
white,6.7,0.34,0.54,16.300,0.0470,44,181,0.99870,3.040,0.56,8.80,5,578,low,bad
white,6.6,0.24,0.35,7.700,0.0310,36,135,0.99380,3.190,0.37,10.50,5,579,medium-low,bad
white,7.9,0.29,0.39,6.700,0.0360,6,117,0.99380,3.120,0.42,10.70,5,580,medium-low,bad
white,6.2,0.33,0.19,5.600,0.0420,22,143,0.99425,3.150,0.63,9.90,5,581,low,bad
white,8.2,0.22,0.30,1.800,0.0470,47,185,0.99330,3.130,0.50,10.20,6,582,medium-low,bad
white,7.3,0.31,0.69,10.200,0.0410,58,160,0.99770,3.060,0.45,8.60,5,583,low,bad
white,6.3,0.34,0.19,5.800,0.0410,22,145,0.99430,3.150,0.63,9.90,5,584,low,bad
white,8.2,0.23,0.29,1.800,0.0470,47,187,0.99330,3.130,0.50,10.20,6,585,medium-low,bad
white,7.4,0.41,0.66,10.800,0.0510,77,194,0.99760,3.050,0.46,8.70,5,586,low,bad
white,5.8,0.29,0.05,0.800,0.0380,11,30,0.99240,3.360,0.35,9.20,5,587,low,bad
white,9.2,0.22,0.40,2.400,0.0540,18,151,0.99520,3.040,0.46,9.30,4,588,low,bad
white,8.0,0.18,0.37,1.300,0.0400,15,96,0.99120,3.060,0.61,12.10,6,589,medium,bad
white,8.0,0.32,0.26,1.200,0.0500,12,88,0.99460,3.240,0.37,9.50,4,590,low,bad
white,5.7,0.18,0.22,4.200,0.0420,25,111,0.99400,3.350,0.39,9.40,5,591,low,bad
white,6.8,0.25,0.34,4.700,0.0310,34,134,0.99270,3.210,0.38,10.60,6,592,medium-low,bad
white,6.5,0.22,0.34,12.000,0.0530,55,177,0.99830,3.520,0.44,9.90,6,593,low,bad
white,6.8,0.28,0.44,9.300,0.0310,35,137,0.99460,3.160,0.36,10.40,6,594,medium-low,bad
white,7.4,0.18,0.40,1.600,0.0470,22,102,0.99370,3.280,0.44,10.70,5,595,medium-low,bad
white,5.6,0.29,0.05,0.800,0.0380,11,30,0.99240,3.360,0.35,9.20,5,596,low,bad
white,8.3,0.41,0.51,2.000,0.0460,11,207,0.99300,3.020,0.55,11.40,5,597,medium-low,bad
white,7.3,0.30,0.22,6.400,0.0560,44,168,0.99470,3.130,0.35,10.10,6,598,medium-low,bad
white,6.5,0.52,0.17,1.400,0.0470,5,26,0.99320,3.260,0.32,10.00,4,599,medium-low,bad
white,7.5,0.27,0.31,5.800,0.0570,131,313,0.99460,3.180,0.59,10.50,5,600,medium-low,bad
white,7.4,0.24,0.22,10.700,0.0420,26,81,0.99540,2.860,0.36,9.70,6,601,low,bad
white,7.7,0.30,0.32,1.600,0.0370,23,124,0.99190,2.930,0.33,11.00,6,602,medium-low,bad
white,7.4,0.24,0.22,10.700,0.0420,26,81,0.99540,2.860,0.36,9.70,6,603,low,bad
white,7.4,0.26,0.30,7.900,0.0490,38,157,0.99630,3.130,0.48,8.90,6,604,low,bad
white,7.0,0.24,0.34,1.400,0.0310,27,107,0.99000,3.060,0.39,11.90,6,605,medium,bad
white,7.7,0.32,0.62,10.600,0.0360,56,153,0.99780,3.130,0.44,8.90,6,606,low,bad
white,7.0,0.23,0.33,5.800,0.0400,25,136,0.99500,3.190,0.58,9.50,6,607,low,bad
white,7.7,0.32,0.62,10.600,0.0360,56,153,0.99780,3.130,0.44,8.90,6,608,low,bad
white,7.1,0.31,0.50,14.500,0.0590,6,148,0.99830,2.940,0.44,9.10,5,609,low,bad
white,6.5,0.26,0.27,12.900,0.0440,69,215,0.99670,3.170,0.43,10.00,6,610,medium-low,bad
white,7.3,0.20,0.37,1.200,0.0370,48,119,0.99200,3.320,0.49,10.90,6,611,medium-low,bad
white,6.9,0.41,0.33,10.100,0.0430,28,152,0.99680,3.200,0.52,9.40,5,612,low,bad
white,6.4,0.45,0.07,1.100,0.0300,10,131,0.99050,2.970,0.28,10.80,5,613,medium-low,bad
white,6.3,0.27,0.23,2.900,0.0470,13,100,0.99360,3.280,0.43,9.80,5,614,low,bad
white,7.9,0.26,0.41,15.150,0.0400,38,216,0.99760,2.960,0.60,10.00,6,615,medium-low,bad
white,6.4,0.48,0.06,1.000,0.0300,9,131,0.99040,2.970,0.29,10.80,5,616,medium-low,bad
white,5.4,0.60,0.10,2.800,0.0420,26,80,0.99320,3.360,0.38,9.30,5,617,low,bad
white,6.9,0.41,0.33,10.100,0.0430,28,152,0.99680,3.200,0.52,9.40,5,618,low,bad
white,6.5,0.25,0.35,12.000,0.0550,47,179,0.99800,3.580,0.47,10.00,5,619,medium-low,bad
white,7.0,0.29,0.37,4.900,0.0340,26,127,0.99280,3.170,0.44,10.80,6,620,medium-low,bad
white,6.1,0.36,0.58,15.000,0.0440,42,115,0.99780,3.150,0.51,9.00,5,621,low,bad
white,6.4,0.34,0.23,6.300,0.0390,37,143,0.99440,3.190,0.65,10.00,6,622,medium-low,bad
white,6.4,0.26,0.43,12.600,0.0330,64,230,0.99740,3.080,0.38,8.90,5,623,low,bad
white,6.5,0.28,0.35,15.400,0.0420,55,195,0.99780,3.230,0.50,9.60,6,624,low,bad
white,6.7,0.30,0.35,1.400,0.1800,36,160,0.99370,3.110,0.54,9.40,6,625,low,bad
white,7.2,0.21,0.41,1.300,0.0360,33,85,0.99200,3.170,0.51,10.40,5,626,medium-low,bad
white,7.2,0.24,0.40,1.400,0.0450,31,106,0.99140,2.880,0.38,10.80,6,627,medium-low,bad
white,6.5,0.26,0.28,12.500,0.0460,80,225,0.99685,3.180,0.41,10.00,6,628,medium-low,bad
white,6.8,0.24,0.34,4.600,0.0320,37,135,0.99270,3.200,0.39,10.60,5,629,medium-low,bad
white,5.9,0.42,0.13,1.400,0.0400,11,64,0.99220,3.290,0.52,10.50,5,630,medium-low,bad
white,6.3,0.23,0.30,1.800,0.0330,16,91,0.99060,3.280,0.40,11.80,6,631,medium,bad
white,6.4,0.45,0.07,1.100,0.0300,10,131,0.99050,2.970,0.28,10.80,5,632,medium-low,bad
white,5.9,0.29,0.33,7.400,0.0370,58,205,0.99495,3.260,0.41,9.60,5,633,low,bad
white,6.5,0.28,0.34,9.900,0.0380,30,133,0.99540,3.110,0.44,9.80,5,634,low,bad
white,6.4,0.48,0.06,1.000,0.0300,9,131,0.99040,2.970,0.29,10.80,5,635,medium-low,bad
white,6.2,0.28,0.43,13.000,0.0390,64,233,0.99745,3.080,0.38,8.90,5,636,low,bad
white,8.1,0.45,0.34,8.300,0.0370,33,216,0.99760,3.310,0.64,9.70,5,637,low,bad
white,6.3,0.26,0.49,1.500,0.0520,34,134,0.99240,2.990,0.61,9.80,6,638,low,bad
white,6.1,0.27,0.44,6.700,0.0410,61,230,0.99505,3.120,0.40,8.90,5,639,low,bad
white,6.4,0.43,0.32,1.400,0.0480,10,67,0.99200,3.080,0.41,11.40,5,640,medium-low,bad
white,5.6,0.26,0.26,5.700,0.0310,12,80,0.99230,3.250,0.38,10.80,5,641,medium-low,bad
white,6.3,0.26,0.49,1.500,0.0520,34,134,0.99240,2.990,0.61,9.80,6,642,low,bad
white,6.3,0.23,0.30,1.800,0.0330,16,91,0.99060,3.280,0.40,11.80,6,643,medium,bad
white,5.8,0.42,0.13,1.400,0.0400,11,64,0.99220,3.290,0.52,10.50,5,644,medium-low,bad
white,6.3,0.23,0.33,1.500,0.0360,15,105,0.99100,3.320,0.42,11.20,6,645,medium-low,bad
white,6.1,0.36,0.58,15.000,0.0440,42,115,0.99780,3.150,0.51,9.00,5,646,low,bad
white,7.3,0.25,0.29,7.500,0.0490,38,158,0.99650,3.430,0.38,9.60,5,647,low,bad
white,6.4,0.50,0.16,12.900,0.0420,26,138,0.99740,3.280,0.33,9.00,5,648,low,bad
white,5.8,0.27,0.27,12.300,0.0450,55,170,0.99720,3.280,0.42,9.30,6,649,low,bad
white,6.2,0.35,0.29,7.300,0.0440,56,244,0.99560,3.360,0.55,10.00,6,650,medium-low,bad
white,6.7,0.11,0.32,12.400,0.0510,34,106,0.99800,3.540,0.45,9.20,6,651,low,bad
white,7.3,0.25,0.29,7.500,0.0490,38,158,0.99650,3.430,0.38,9.60,5,652,low,bad
white,5.9,0.26,0.40,1.300,0.0470,12,139,0.99450,3.450,0.53,10.40,5,653,medium-low,bad
white,6.2,0.34,0.28,7.500,0.0340,40,197,0.99485,3.140,0.60,9.70,5,654,low,bad
white,6.1,0.28,0.25,17.750,0.0440,48,161,0.99930,3.340,0.48,9.50,5,655,low,bad
white,6.0,0.40,0.30,1.600,0.0470,30,117,0.99310,3.170,0.48,10.10,6,656,medium-low,bad
white,8.0,0.24,0.36,1.500,0.0470,17,129,0.99480,3.200,0.54,10.00,6,657,medium-low,bad
white,7.4,0.37,0.35,5.700,0.0610,12,94,0.99650,3.480,0.69,10.70,6,658,medium-low,bad
white,6.3,0.27,0.46,11.750,0.0370,61,212,0.99710,3.250,0.53,9.50,6,659,low,bad
white,9.8,0.36,0.45,1.600,0.0420,11,124,0.99440,2.930,0.46,10.80,5,660,medium-low,bad
white,7.4,0.24,0.40,4.300,0.0320,9,95,0.99200,3.090,0.39,11.10,6,661,medium-low,bad
white,8.2,0.35,1.00,18.200,0.0470,55,205,0.99965,2.960,0.43,9.60,5,662,low,bad
white,6.4,0.26,0.42,9.700,0.0440,30,140,0.99620,3.180,0.47,9.10,6,663,low,bad
white,7.5,0.23,0.68,11.000,0.0470,37,133,0.99780,2.990,0.38,8.80,5,664,low,bad
white,9.6,0.23,0.40,1.500,0.0440,19,135,0.99370,2.960,0.49,10.90,5,665,medium-low,bad
white,5.4,0.31,0.47,3.000,0.0530,46,144,0.99310,3.290,0.76,10.00,5,666,medium-low,bad
white,8.5,0.16,0.35,1.600,0.0390,24,147,0.99350,2.960,0.36,10.00,5,667,medium-low,bad
white,6.3,0.55,0.45,13.000,0.0470,33,182,0.99740,3.200,0.46,9.20,6,668,low,bad
white,5.4,0.29,0.47,3.000,0.0520,47,145,0.99300,3.290,0.75,10.00,6,669,medium-low,bad
white,6.8,0.71,0.25,3.200,0.0480,10,57,0.99600,3.360,0.52,9.50,4,670,low,bad
white,5.7,0.10,0.27,1.300,0.0470,21,100,0.99280,3.270,0.46,9.50,5,671,low,bad
white,7.3,0.25,0.39,6.400,0.0340,8,84,0.99420,3.180,0.46,11.50,5,672,medium,bad
white,7.5,0.21,0.68,10.900,0.0450,38,133,0.99780,3.000,0.36,8.70,5,673,low,bad
white,7.1,0.15,0.33,4.600,0.0500,33,131,0.99420,3.280,0.40,9.60,6,674,low,bad
white,7.5,0.21,0.68,10.900,0.0450,38,133,0.99780,3.000,0.36,8.70,5,675,low,bad
white,6.7,0.19,0.41,15.600,0.0560,75,155,0.99950,3.200,0.44,8.80,6,676,low,bad
white,6.9,0.20,0.28,1.200,0.0480,36,159,0.99360,3.190,0.43,9.10,6,677,low,bad
white,7.5,0.23,0.68,11.000,0.0470,37,133,0.99780,2.990,0.38,8.80,5,678,low,bad
white,7.6,0.35,0.26,1.900,0.0430,15,134,0.99360,3.080,0.38,9.50,5,679,low,bad
white,7.8,0.18,0.46,13.600,0.0520,38,118,0.99800,3.150,0.50,10.00,6,680,medium-low,bad
white,6.9,0.23,0.34,4.000,0.0470,24,128,0.99440,3.200,0.52,9.70,6,681,low,bad
white,7.8,0.26,0.27,1.900,0.0510,52,195,0.99280,3.230,0.50,10.90,6,682,medium-low,bad
white,7.6,0.22,0.34,9.700,0.0350,26,143,0.99650,3.080,0.49,9.80,6,683,low,bad
white,6.8,0.39,0.31,14.350,0.0430,28,162,0.99880,3.170,0.54,9.10,5,684,low,bad
white,7.7,0.24,0.27,1.800,0.0510,52,190,0.99280,3.230,0.50,10.80,6,685,medium-low,bad
white,7.6,0.17,0.45,11.200,0.0540,56,137,0.99700,3.150,0.47,10.00,5,686,medium-low,bad
white,5.5,0.34,0.30,2.500,0.0710,27,128,0.99240,3.140,0.51,9.60,6,687,low,bad
white,8.7,0.22,0.42,2.300,0.0530,27,114,0.99400,2.990,0.43,10.00,5,688,medium-low,bad
white,7.4,0.19,0.30,1.400,0.0570,33,135,0.99300,3.120,0.50,9.60,6,689,low,bad
white,7.4,0.41,0.34,4.700,0.0420,19,127,0.99530,3.250,0.42,10.40,5,690,medium-low,bad
white,6.5,0.46,0.41,16.800,0.0840,59,222,0.99930,3.180,0.58,9.00,5,691,low,bad
white,6.7,0.25,0.34,12.850,0.0480,30,161,0.99860,3.440,0.47,9.50,6,692,low,bad
white,5.3,0.32,0.12,6.600,0.0430,22,141,0.99370,3.360,0.60,10.40,6,693,medium-low,bad
white,9.2,0.28,0.46,3.200,0.0580,39,133,0.99600,3.140,0.58,9.50,5,694,low,bad
white,7.2,0.24,0.34,1.100,0.0450,3,64,0.99130,3.230,0.51,11.40,5,695,medium-low,bad
white,9.0,0.31,0.49,6.900,0.0340,26,91,0.99370,2.990,0.34,11.50,5,696,medium,bad
white,6.0,0.36,0.06,1.400,0.0660,27,128,0.99340,3.260,0.55,9.30,5,697,low,bad
white,8.5,0.16,0.33,1.000,0.0760,17,57,0.99210,3.140,0.46,10.60,6,698,medium-low,bad
white,9.3,0.34,0.49,7.300,0.0520,30,146,0.99800,3.170,0.61,10.20,5,699,medium-low,bad
white,7.6,0.56,0.12,10.400,0.0960,22,177,0.99830,3.320,0.45,9.10,4,700,low,bad
white,7.0,0.32,0.24,6.200,0.0480,31,228,0.99570,3.230,0.62,9.40,6,701,low,bad
white,9.2,0.28,0.46,3.200,0.0580,39,133,0.99600,3.140,0.58,9.50,5,702,low,bad
white,7.2,0.24,0.30,1.600,0.0480,27,131,0.99330,3.250,0.45,10.50,5,703,medium-low,bad
white,7.0,0.32,0.24,6.200,0.0480,31,228,0.99570,3.230,0.62,9.40,6,704,low,bad
white,7.2,0.25,0.32,1.500,0.0470,27,132,0.99330,3.260,0.44,10.50,5,705,medium-low,bad
white,5.8,0.31,0.33,1.200,0.0360,23,99,0.99160,3.180,0.60,10.50,6,706,medium-low,bad
white,6.8,0.32,0.18,7.500,0.0410,71,223,0.99590,3.140,0.41,8.90,5,707,low,bad
white,7.0,0.23,0.42,18.050,0.0500,35,144,0.99990,3.220,0.42,8.80,5,708,low,bad
white,9.1,0.27,0.32,1.100,0.0310,15,151,0.99360,3.030,0.41,10.60,5,709,medium-low,bad
white,6.5,0.17,0.33,1.400,0.0280,14,99,0.99280,3.230,0.55,10.10,6,710,medium-low,bad
white,7.0,0.23,0.42,18.050,0.0500,35,144,0.99990,3.220,0.42,8.80,5,711,low,bad
white,8.2,0.23,0.37,1.300,0.0420,39,117,0.99280,2.990,0.36,10.00,5,712,medium-low,bad
white,6.9,0.24,0.33,4.800,0.0400,16,131,0.99360,3.260,0.64,10.70,6,713,medium-low,bad
white,5.8,0.40,0.42,4.400,0.0470,39,245,0.99370,3.250,0.57,9.60,6,714,low,bad
white,7.6,0.22,0.34,9.700,0.0350,26,143,0.99650,3.080,0.49,9.80,6,715,low,bad
white,8.9,0.34,0.32,1.300,0.0410,12,188,0.99530,3.170,0.49,9.50,5,716,low,bad
white,6.0,0.29,0.20,12.600,0.0450,45,187,0.99720,3.330,0.42,9.50,5,717,low,bad
white,7.3,0.22,0.37,14.300,0.0630,48,191,0.99780,2.890,0.38,9.00,6,718,low,bad
white,7.6,0.35,0.26,1.900,0.0430,15,134,0.99360,3.080,0.38,9.50,5,719,low,bad
white,7.0,0.17,0.37,5.700,0.0250,29,111,0.99380,3.200,0.49,10.80,6,720,medium-low,bad
white,7.3,0.22,0.37,14.300,0.0630,48,191,0.99780,2.890,0.38,9.00,6,721,low,bad
white,6.7,0.25,0.23,7.200,0.0380,61,220,0.99520,3.140,0.35,9.50,5,722,low,bad
white,6.1,0.36,0.33,1.100,0.0500,24,169,0.99270,3.150,0.78,9.50,6,723,low,bad
white,6.1,0.17,0.28,4.500,0.0330,46,150,0.99330,3.430,0.49,10.90,6,724,medium-low,bad
white,6.9,0.32,0.17,7.600,0.0420,69,219,0.99590,3.130,0.40,8.90,5,725,low,bad
white,5.9,0.14,0.25,4.500,0.0270,34,140,0.99340,3.490,0.51,10.80,6,726,medium-low,bad
white,6.8,0.32,0.18,7.500,0.0410,71,223,0.99590,3.140,0.41,8.90,5,727,low,bad
white,6.9,0.24,0.34,4.700,0.0400,43,161,0.99350,3.200,0.59,10.60,6,728,medium-low,bad
white,6.1,0.60,0.00,1.300,0.0420,24,79,0.99370,3.310,0.38,9.40,4,729,low,bad
